target	date	time	rank	title	contents	urls
04	2020-02-06		01	"실손보험 있죠?".. 감기 환자에 700만원짜리 처방 내리는 병원	30대 여성 직장인 A씨는 최근 몸에 열이 나고 가슴 통증이 있어 서울 강남역의 모 병원을 찾았다. 이 병원은 감기를 포함해 여성질환과 통증치료, 면역력 치료행위..	http://v.media.daum.net/v/20200206060303557
04	2020-02-06		02	[2보] 신종코로나 국내환자 4명 추가..국내 총 23명	(서울=연합뉴스) 강애란 기자 = 국내에서 신종 코로나바이러스 감염증 환자가 4명 추가 발생했다. 6일 중앙방역대책본부는 이날 신종 코로나바이러스 감염증 환자가 ..	http://v.media.daum.net/v/20200206081035793
04	2020-02-06		03	[FA컵 리뷰] '손흥민 PK 유도→결승골' 토트넘, 소튼에 3-2 역전승..16강행	[인터풋볼] 신명기 기자= 손흥민이 결승골을 터트리며 토트넘의 FA컵 16강 진출을 이끌었다. 경기 막판 페널티킥을 유도한 뒤 직접 성공시키면서 4경기 연속골을 ..	http://v.media.daum.net/v/20200206064109167
04	2020-02-06		04	"한 명도 내리지 마라".. 10명 확진, 공포의 日크루즈	일본 요코하마(橫浜)항 앞바다에 정박 중인 크루즈선 '다이아몬드 프린세스'호에서 5일 우한 폐렴 환자가 한꺼번에 10명이 발생했다. 일본 정부가 '수퍼 환자'로 ..	http://v.media.daum.net/v/20200206030647974
04	2020-02-06		05	"이게 무슨 악플이냐" 피해자 울린 수사기관	지난해 연예인 두 명이 세상을 등졌다. 모두 악성 댓글로 인해 피해를 호소했다는 공통점이 있다. 이후 악성 댓글로 인한 폐해와 이를 근절하자는 움직임에는 모두 공..	http://v.media.daum.net/v/20200206053301181
04	2020-02-06		06	연설문 찢은 펠로시에 들끓는 美 정치권.. 여권 '불신임'까지 거론	낸시 펠로시 미국 하원의장이 도널드 트럼프 미 대통령의 국정연설 직후 그 자리에서 국정연설문을 찢어버리자 미 정치권이 들끓고 있다. 백악관 등 여권은 펠로시 하원..	http://v.media.daum.net/v/20200206063656101
04	2020-02-06		07	'모래 밀려오고, 백사장 줄어들고'..해운대해수욕장에 무슨일이?	초고층 엘시티 건물이 들어선 부산 해운대해수욕장 동편에서 파도에 쓸려온 모래가 호안도로까지 밀려오는가 하면 최근 2년 동안 백사장 폭이 크게 줄어드는 등 각종 변..	http://v.media.daum.net/v/20200206060407603
04	2020-02-06		08	[속보]신종코로나 추가확진 4명 발생..19명→23명	(서울=뉴스1) 음상준 기자 = 질병관리본부 6일 발표. sj@news1.kr	http://v.media.daum.net/v/20200206080316611
04	2020-02-06		09	비행기 비좁은 자리, 힘드셨죠? 그래서 공중부양 의자 만들었습니다	기발한 아이디어 쏟아진 항공 인테리어 디자인 공모전 의자가 분리된다. 승객이 책을 보거나 밥을 먹을 때는 일반 좌석처럼 쓴다. 잠을 자거나 드러누워 쉬고 싶을 때..	http://v.media.daum.net/v/20200205200356078
04	2020-02-06		10	김병준 "저라도 종로 출마"..공관위 "황교안 어쩔거냐" 격론	자유한국당에 종로가 고차방정식이 됐다. 황교안 대표의 종로행 여부 때문이다. 황 대표의 선택에 따라 향후 네댓 수순이 달라진다. 정작 황 대표는 선택을 늦추고 있..	http://v.media.daum.net/v/20200206000440950
04	2020-02-06		11	현대차 공장 멈추니..수천 개 부품업체 도미노 휴업 위기	중국산 부품 공급 차질로 인한 현대차 ‘셧다운(일시 정지)’이 부품업체 등 자동차 산업 생태계 전반으로 확산하고 있다. 현대모비스는 5일 현대·기아차에 납품하는 ..	http://v.media.daum.net/v/20200206000256893
04	2020-02-06		12	정관스님 "17살때 母죽음에 출가, 父 내게 절하고 일주일 후 죽음" 토크가[어제TV]	정관스님이 운명적인 출가 사연을 밝혔다. 2월 5일 방송된 SBS ‘이동욱은 토크가 하고 싶어서’ 9회에서는 사찰음식의 대가 정관스님이 출연했다. 이날 방송에서 ..	http://v.media.daum.net/v/20200206060110449
04	2020-02-06		13	"조국, 청문회 앞두고 준비단에도 거짓말.. 사모펀드 자료 숨겨"	5일 서울중앙지법 형사 25부(재판장 송인권) 심리로 열린 정경심씨에 대한 3차 재판에서 검찰은 김미경 청와대 균형인사비서관의 검찰 진술서를 공개했다. 김 비서관..	http://v.media.daum.net/v/20200206030912007
04	2020-02-06		14	14일 자가격리시 한달치 생활비 123만원 지원..직장인은 '유급휴가'	[세종=뉴시스] 임재희 기자 = 정부가 신종 코로나바이러스 확진 환자의 모든 접촉자를 자가격리 조치하면서 격리 기간이 14일 이상이면 1개월분 생활지원비와 유급휴..	http://v.media.daum.net/v/20200206052507085
04	2020-02-06		15	'11경기 6골'..손흥민에게 생긴 또 하나의 별명 '소튼 킬러'	[OSEN=이균재 기자] 손흥민(토트넘)의 별명이 하나 더 생겨야 할 것 같다. 손흥민이 사우스햄튼전에 페널티킥을 얻어낸 뒤 결승골로 마무리하며 소튼 킬러로 등극..	http://v.media.daum.net/v/20200206064936285
04	2020-02-06		16	기도 막혀 의식 잃은 아이 업고..지구대 뛰어왔더니	[뉴스데스크] ◀앵커 ▶ 4살 아이가 초콜릿을 먹다 기도가 막혀 의식을 잃자 엄마가 경찰 지구대로 뛰어들어갔는데요. 마침 인명구조 자격을 가진 지구대장이 재빨리 ..	http://v.media.daum.net/v/20200205203117580
04	2020-02-06		17	'데려오고 싶은데..' 서울도, 전북도 기성용 영입이 어렵다	1월 31일 뉴캐슬과 결별한 기성용의 새 행선지에 관심이 쏠리고 있다. 친정팀 서울과 전북 현대 중 한 팀이 유력한 후보로 점쳐지고 있지만, 풀어야 할 문제가 적..	http://v.media.daum.net/v/20200206053110157
04	2020-02-06		18	수작업 의존 '와이어링 하니스' 하나에..현대차 7000억 손실 볼 듯	‘와이어링 하니스(Wiring Harness)’라는 자동차 부품 1개가 국내 최대 완성차 업체인 현대자동차그룹의 전 생산라인을 멈춰 세웠다. 인건비 비중이 큰 수..	http://v.media.daum.net/v/20200206000257895
04	2020-02-06		19	'한밤' 구혜선 "안재현 폭로 과거 유치하고 부끄러워..런던 떠난다"	[이데일리 스타in 김보영 기자] 배우 구혜선이 안재현과 이혼 폭로전 후 느낀 심경을 방송 인터뷰를 통해 처음 털어놨다. (사진=SBS ‘본격연예 한밤’ 방송화면..	http://v.media.daum.net/v/20200206063711109
04	2020-02-06		20	[속보] 후베이서 신종 코로나 사망 70명·확진2천987명 늘어	(끝) [이 시각 많이 본 기사] <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>	http://v.media.daum.net/v/20200206071843755
04	2020-02-06		21	'FA 빈손→역대급 트레이드' LA 다저스, 끝내 웃었다	[STN스포츠=박승환 기자] 메이저리그에서 '역대급' 3각 트레이드가 이루어졌다. 이번 트레이드를 주도한 다저스는 과연 승리자일까 패배자 일까. 'MLB.com'..	http://v.media.daum.net/v/20200206054505230
04	2020-02-06		22	"16·17번 환자, 中 방문 이력 없다".. 진단검사 누락·지연 [신종 코로나 비상]	5일 오후 세 명의 신종코로나바이러스 감염증 확진자가 입원 중인 서울 중랑구 서울의료원에 신종코로나 관련 안내문이 붙어 있다. 연합뉴스  신종 코로나바이러스 감염..	http://v.media.daum.net/v/20200206060617653
04	2020-02-06		23	"조현아 생일 준비에 몸서리"..대한항공 직원들의 이유있는 반대	(서울=뉴스1) 임해중 기자 = "제대로 된 전문경영인일까?" 직장인 익명 커뮤니티 게시판인 블라인드에서 강성부 펀드(KCGI)와 반(反) 조원태 연합을 구성한 ..	http://v.media.daum.net/v/20200205114808331
04	2020-02-06		24	YS차남 김현철 "문재인, 당신은 도대체 어느나라 대통령인가"	(서울=뉴스1) 김일창 기자 = 고(故) 김영삼 전 대통령의 차남인 김현철 동국대 언론정보대학원 석좌교수는 5일 "문재인, 당신은 도대체 어느나라 대통령인가요?"..	http://v.media.daum.net/v/20200205155324239
04	2020-02-06		25	'골목식당' 팥칼국숫집 사장, 백종원에 분노..아쉬움속 홍제동 솔루션 종료[종합S]	[스포티비뉴스=장지민 기자] '골목식당' 홍제동 문화촌 편의 마지막 솔루션이 전파를 탔다. 5일 방송된 SBS '백종원의 골목식당'에서는 홍제동 문화촌 골목에서 ..	http://v.media.daum.net/v/20200206004757282
